"domain","table","column","type","db_type","nullable","is_primary_key","is_unique","is_foreign_key","references","default","description"
"Vendors & ingest","ingested_invoice","baseCurrency","String","","yes","no","no","no","","","Plan 073: the FX rate applied at apply time (editable pre-apply on the review screen; locked once applied — council #3). the tenant base currency the lines were converted TO (snapshot at apply)"
"Vendors & ingest","ingested_invoice","fxRate","Decimal","Decimal(18, 8)","yes","no","no","no","","","base per 1 foreign (manual override or the resolved ECB rate)"
"Vendors & ingest","ingested_invoice","fxRateDate","DateTime","","yes","no","no","no","","","the rate date used"
"Vendors & ingest","ingested_invoice","fxRateSource","String","","yes","no","no","no","","","""ECB via Frankfurter"" | ""manual override"""
"Vendors & ingest","ingested_invoice","vendorId","String","","yes","no","no","yes","vendor(tenantId id)","","composite-tenant FK → vendor (raw SQL, K11); resolved on apply"
"Vendors & ingest","ingested_invoice","vendorNameRaw","String","","yes","no","no","no","","","extracted vendor name before match/create"
"Vendors & ingest","ingested_invoice","vendorInvoiceNumber","String","","yes","no","no","no","","","supplier invoice # — duplicate-upload guard on (vendor, invoice#)"
"Vendors & ingest","ingested_invoice","invoiceTotal","Decimal","Decimal(18, 8)","yes","no","no","no","","","extracted grand total — the reconciliation-gate target (Unit 7)"
"Vendors & ingest","ingested_invoice","taxTotal","Decimal","Decimal(18, 8)","yes","no","no","no","","","extracted tax — surfaced in the gate, excluded from capitalized landed cost"
"Vendors & ingest","ingested_invoice","landedReceipt","Boolean","","yes","no","no","no","","","proforma gate answer: true = goods physically received IN FULL → intake as a receipt"
"Vendors & ingest","ingested_invoice","paymentStatus","ApPaymentStatus","","yes","no","no","no","","","Plan 076: A/P payment status chosen on the review screen (required before confirm) and carried to the aggregate A/P event → QBO. PAID records a BillPayment from paidFromAccount; OUTSTANDING posts the Bill only. null until the human picks (gate blocks confirm)"
"Vendors & ingest","ingested_invoice","paidFromAccount","String","","yes","no","no","no","","","the QBO account the payment came from (required when PAID)"
"Vendors & ingest","ingested_invoice","paidAt","DateTime","","yes","no","no","no","","","when marked paid (app-side or read back from QBO)"
"Vendors & ingest","ingested_invoice","extractedJson","Json","","no","no","no","no","","","full structured extraction result (audit + review reload)"
"Vendors & ingest","ingested_invoice","createdBy","String","","no","no","no","no","","","actor userId who uploaded/ingested"
"Vendors & ingest","ingested_invoice","createdAt","DateTime","","no","no","no","no","","now()",""
"Vendors & ingest","ingested_invoice","updatedAt","DateTime","","no","no","no","no","","",""
"Vendors & ingest","ingested_invoice","appliedAt","DateTime","","yes","no","no","no","","",""
"Vendors & ingest","ingested_invoice_line","tenantId","String","","no","no","no","yes","organization(id)","""""",""
"Vendors & ingest","ingested_invoice_line","id","String","","no","yes","no","no","","cuid()",""
"Vendors & ingest","ingested_invoice_line","ingestedInvoiceId","String","","no","no","no","yes","ingested_invoice(tenantId id)","","composite-tenant FK → ingested_invoice (raw SQL, K11)"
"Vendors & ingest","ingested_invoice_line","lineNo","Int","","no","no","no","no","","",""
"Vendors & ingest","ingested_invoice_line","descriptionRaw","String","","no","no","no","no","","",""
"Vendors & ingest","ingested_invoice_line","vendorItemCodeRaw","String","","yes","no","no","no","","",""
"Vendors & ingest","ingested_invoice_line","qty","Decimal","Decimal(18, 6)","yes","no","no","no","","",""
"Vendors & ingest","ingested_invoice_line","unitRaw","String","","yes","no","no","no","","","invoice UOM (e.g. ""25 kg"", ""case"") — normalized to the material's stock unit at apply (Unit 5)"
"Vendors & ingest","ingested_invoice_line","unitPrice","Decimal","Decimal(18, 8)","yes","no","no","no","","","per invoice unit (NULL = unknown, D14 — never a fabricated $0)"
"Vendors & ingest","ingested_invoice_line","lineTotal","Decimal","Decimal(18, 8)","yes","no","no","no","","","extracted line extended total (charge-allocation basis)"
"Vendors & ingest","ingested_invoice_line","lotNoRaw","String","","yes","no","no","no","","","supplier lot no. (→ SupplyLot.lotCode; the COA match key)"
"Vendors & ingest","ingested_invoice_line","allocatedUnitCost","Decimal","Decimal(18, 8)","yes","no","no","no","","","per-stock-unit landed cost after charge allocation + UOM normalize (Unit 5)"
"Vendors & ingest","ingested_invoice_line","matchDecision","String","","yes","no","no","no","","","new | existing | skip (human dedup decision; null = undecided)"
"Vendors & ingest","ingested_invoice_line","matchedMaterialId","String","","yes","no","no","yes","cellar_material(tenantId id)","","existing/backfill target — composite-tenant FK → cellar_material (raw SQL, K11)"
"Vendors & ingest","ingested_invoice_line","resolvedKind","String","","yes","no","no","no","","","material family for a `new` line"
"Vendors & ingest","ingested_invoice_line","resolvedCategory","String","","yes","no","no","no","","","material category for a `new` line (EQUIPMENT for parts)"
"Vendors & ingest","ingested_invoice_line","createdSupplyLotId","String","","yes","no","no","yes","supply_lot(tenantId id)","","audit: the SupplyLot this line created (set inside the atomic apply tx)"
"Vendors & ingest","ingested_invoice_line","targetKind","String","","yes","no","no","no","","","Plan 080 U5 — where this line's goods GO. NULLABLE with NO default (council C2): a null target is a hard needsAck at apply, never a silent MATERIAL assumption, because guessing mis-posts real money. CHECK-constrained in SQL to {MATERIAL, EQUIPMENT_ASSET, FINISHED_GOOD}."
"Vendors & ingest","ingested_invoice_line","wineSkuTargetId","String","","yes","no","no","yes","wine_sku(tenantId id)","","Finished-goods target, resolved at REVIEW time — apply-time auto-create is irreversible (council S11). Exactly one may be set, and only when targetKind = FINISHED_GOOD (CHECK-constrained). composite-tenant FK → wine_sku(tenantId,id) (raw SQL, K11)"
"Vendors & ingest","ingested_invoice_line","finishedGoodTargetId","String","","yes","no","no","yes","finished_good(tenantId id)","","composite-tenant FK → finished_good(tenantId,id) (raw SQL, K11)"
"Vendors & ingest","ingested_invoice_line","createdAt","DateTime","","no","no","no","no","","now()",""
"Vendors & ingest","ingested_invoice_line","updatedAt","DateTime","","no","no","no","no","","",""
"Vendors & ingest","ingested_invoice_line_created_asset","tenantId","String","","no","no","no","yes","organization(id)","""""",""
"Vendors & ingest","ingested_invoice_line_created_asset","id","String","","no","yes","no","no","","cuid()",""
"Vendors & ingest","ingested_invoice_line_created_asset","lineId","String","","no","no","no","yes","ingested_invoice_line(tenantId id)","","composite-tenant FK → ingested_invoice_line(tenantId,id)"
"Vendors & ingest","ingested_invoice_line_created_asset","equipmentAssetId","String","","no","no","no","yes","equipment_asset(tenantId id)","","composite-tenant FK → equipment_asset(tenantId,id)"
"Vendors & ingest","ingested_invoice_line_created_asset","createdAt","DateTime","","no","no","no","no","","now()",""
"Vendors & ingest","lot_document","tenantId","String","","no","no","no","yes","organization(id)","""""",""
"Vendors & ingest","lot_document","id","String","","no","yes","no","no","","cuid()",""
"Vendors & ingest","lot_document","supplyLotId","String","","no","no","no","yes","supply_lot(tenantId id)","","composite-tenant FK → supply_lot (raw SQL, K11)"
"Vendors & ingest","lot_document","ingestedInvoiceId","String","","no","no","no","yes","ingested_invoice(tenantId id)","","composite-tenant FK → ingested_invoice (raw SQL, K11)"
"Vendors & ingest","lot_document","role","String","","no","no","no","no","","","INVOICE | COA"
"Vendors & ingest","lot_document","createdAt","DateTime","","no","no","no","no","","now()",""
"Vendors & ingest","vendor","tenantId","String","","no","no","no","yes","organization(id)","""""",""
"Vendors & ingest","vendor","id","String","","no","yes","no","no","","cuid()",""
"Vendors & ingest","vendor","name","String","","no","no","no","no","","",""
"Vendors & ingest","vendor","currency","String","","no","no","no","no","","""USD""","Plan 073: informational ""currency we usually bill this vendor in"" (backfilled USD). NOT the posting authority — the A/P bill's currency comes from ApExportEvent.currency, and the QBO vendor is resolved currency-scoped from THAT (currency-suffixed DisplayName + CurrencyRef), so one Vendor row can source bills in several currencies without a unique-key change (council #4 handled QBO-side)."
"Vendors & ingest","vendor","terms","String","","yes","no","no","no","","","payment terms, e.g. ""Net 30"" (drives Bill DueDate — U10) + ""Pay at purchase"""
"Vendors & ingest","vendor","externalVendorId","String","","yes","no","no","no","","","QBO Vendor.Id cache (find-or-create — U10). PII stays here, never in events (D19)"
"Vendors & ingest","vendor","syncStatus","String","","no","no","no","no","","""synced""","Plan 077: synced | pending | conflict — eager QBO-push state. 'synced' = linked or doesn't need a push (existing rows); 'pending' = created, QBO push not yet done (offline → retry sweep); 'conflict' = the push hit the (tenantId, externalVendorId) unique."
"Vendors & ingest","vendor","phone","String","","yes","no","no","no","","","Plan 069: first-class vendor management. Contact + purchasing metadata, columns-only (RLS-neutral — the existing vendor tenant_isolation policy covers new columns). phone/email are REQUIRED in the setup UI but stay nullable at the DB so backfill + non-UI paths (A/P find-or-create, assistant) never hard-error. primary phone"
"Vendors & ingest","vendor","email","String","","yes","no","no","no","","","primary email"
"Vendors & ingest","vendor","contactName","String","","yes","no","no","no","","","primary contact person"
"Vendors & ingest","vendor","accountNumber","String","","yes","no","no","no","","","our account number with this vendor"
"Vendors & ingest","vendor","poRequired","Boolean","","no","no","no","no","","false","does this vendor require a PO?"
"Vendors & ingest","vendor","url","String","","yes","no","no","no","","","vendor website / product URL — autofills the expendables vendor-URL field"
"Vendors & ingest","vendor","notes","String","","yes","no","no","no","","",""
"Vendors & ingest","vendor","isActive","Boolean","","no","no","no","no","","true",""
"Vendors & ingest","vendor","createdAt","DateTime","","no","no","no","no","","now()",""
"Vendors & ingest","vendor","updatedAt","DateTime","","no","no","no","no","","",""
"Vendors & ingest","vendor_contact","tenantId","String","","no","no","no","yes","vendor(tenantId id)","""""",""
"Vendors & ingest","vendor_contact","id","String","","no","yes","no","no","","cuid()",""
"Vendors & ingest","vendor_contact","vendorId","String","","no","no","no","yes","vendor(tenantId id)","","plain ref → vendor.id (composite-tenant FK in raw SQL, K11)"
"Vendors & ingest","vendor_contact","name","String","","no","no","no","no","","",""
"Vendors & ingest","vendor_contact","role","String","","yes","no","no","no","","","e.g. ""Sales rep"", ""Accounts payable"""
"Vendors & ingest","vendor_contact","phone","String","","yes","no","no","no","","",""
"Vendors & ingest","vendor_contact","mobile","String","","yes","no","no","no","","",""
"Vendors & ingest","vendor_contact","email","String","","yes","no","no","no","","",""
"Vendors & ingest","vendor_contact","isPrimary","Boolean","","no","no","no","no","","false","at most one primary per vendor (enforced in the core)"
"Vendors & ingest","vendor_contact","createdAt","DateTime","","no","no","no","no","","now()",""
"Vendors & ingest","vendor_contact","updatedAt","DateTime","","no","no","no","no","","",""
"Vendors & ingest","vendor_import_candidate","tenantId","String","","no","no","no","yes","organization(id)","""""",""
"Vendors & ingest","vendor_import_candidate","id","String","","no","yes","no","no","","cuid()",""
"Vendors & ingest","vendor_import_candidate","externalVendorId","String","","no","no","no","no","","","QBO Vendor.Id — the canonical/base id of a collapsed currency-variant group"
"Vendors & ingest","vendor_import_candidate","name","String","","no","no","no","no","","","the collapsed base DisplayName (Plan 073 "" (CUR)"" suffix stripped)"
"Vendors & ingest","vendor_import_candidate","suggestedVendorId","String","","yes","no","no","yes","vendor(tenantId id)","","a HIGH local match, if any (plain ref → vendor.id; composite FK in raw SQL, K11)"
"Vendors & ingest","vendor_import_candidate","status","String","","no","no","no","no","","""PENDING""","PENDING | REJECTED (no enum — sidesteps the Windows ALTER TYPE rule)"
"Vendors & ingest","vendor_import_candidate","currencyVariantIds","String[]","","no","no","no","no","","","every QBO id collapsed into this candidate (base + its "" (CUR)"" variants)"
"Vendors & ingest","vendor_import_candidate","firstSeenAt","DateTime","","no","no","no","no","","now()",""
"Vendors & ingest","vendor_import_candidate","updatedAt","DateTime","","no","no","no","no","","",""
"Vendors & ingest","vendor_material_code","tenantId","String","","no","no","no","yes","vendor(tenantId id)","""""",""
"Vendors & ingest","vendor_material_code","id","String","","no","yes","no","no","","cuid()",""
"Vendors & ingest","vendor_material_code","vendorId","String","","no","no","no","yes","vendor(tenantId id)","","composite-tenant FK → vendor (raw SQL, K11)"
"Vendors & ingest","vendor_material_code","materialId","String","","no","no","no","yes","cellar_material(tenantId id)","","composite-tenant FK → cellar_material (raw SQL, K11)"
"Vendors & ingest","vendor_material_code","code","String","","no","no","no","no","","","supplier's item/catalog code for this material"
"Vendors & ingest","vendor_material_code","createdAt","DateTime","","no","no","no","no","","now()",""
"Vendors & ingest","vendor_material_code","updatedAt","DateTime","","no","no","no","no","","",""
"Vessels, analysis & trials","analysis_panel","tenantId","String","","no","no","no","yes","organization(id)","""""","Phase 12 tenant scope (nullable U2 -> backfill U3 -> NOT NULL U5); FK+RLS at DB level"
"Vessels, analysis & trials","analysis_panel","ownerId","String","","yes","no","no","yes","owner(tenantId id)","","Plan 093 Unit 2: owner-scope; nullable (Estate=NULL); maintained per Unit 4; composite FK -> owner(tenantId,id) in the migration (K11)"
"Vessels, analysis & trials","analysis_panel","id","String","","no","yes","no","no","","cuid()",""
"Vessels, analysis & trials","analysis_panel","lotId","String","","no","no","no","yes","lot(id)","",""
"Vessels, analysis & trials","analysis_panel","vesselId","String","","yes","no","no","yes","vessel(id)","","snapshot context (the vessel the lot sat in when measured)"
"Vessels, analysis & trials","analysis_panel","sampleId","String","","yes","no","no","yes","sample(id)","","set when this panel is a returned result for a Sample"
"Vessels, analysis & trials","analysis_panel","observedAt","DateTime","","no","no","no","no","","","when the wine was sampled/measured (time axis for trends)"
"Vessels, analysis & trials","analysis_panel","enteredAt","DateTime","","no","no","no","no","","now()",""
"Vessels, analysis & trials","analysis_panel","enteredById","String","","yes","no","no","no","","","actor id snapshot (no FK; matches LotOperation.actorUserId)"
"Vessels, analysis & trials","analysis_panel","enteredByEmail","String","","no","no","no","no","","","durable provenance snapshot"
"Vessels, analysis & trials","analysis_panel","captureMethod","CaptureMethod","","no","no","no","no","","MANUAL",""
"Vessels, analysis & trials","analysis_panel","note","String","","yes","no","no","no","","",""
"Vessels, analysis & trials","analysis_panel","clientRequestId","String","","yes","no","yes","no","","","idempotency: a double-submit is a no-op (= the offline ""panel"" command key)"
"Vessels, analysis & trials","analysis_panel","deviceObservedAt","DateTime","","yes","no","no","no","","","Phase 6 offline capture (council S2/S5/S6): a Round row's Brix+temp commit as ONE atomic panel. `deviceObservedAt` is the tablet clock at capture; `serverReceivedAt` is set on insert; the stuck detector buckets by winery-tz. `occupancyToken` is the vessel's resident-lot version at capture — validated against vessel-lot history as of observedAt so a late offline sync can't attach a reading to the wrong lot. All nullable (chemistry panels created online leave them null)."
"Vessels, analysis & trials","analysis_panel","serverReceivedAt","DateTime","","yes","no","no","no","","",""
"Vessels, analysis & trials","analysis_panel","occupancyToken","String","","yes","no","no","no","","",""
"Vessels, analysis & trials","analysis_panel","vesselReadingGroupId","String","","yes","no","no","no","","","Plan 060 fan-out: when ONE physical reading is taken on a multi-lot vessel (co-ferment), it writes one panel per co-resident lot, ALL sharing this id (VISION D2 intact — each panel still attaches to exactly one lot). Vessel-scoped views dedup by coalesce(vesselReadingGroupId, id); lot-scoped views are unaffected so each lot keeps its curve. NULL = ordinary single-lot reading. Derived deterministically from the capture's stable clientRequestId so retries/offline re-sync land the same group. The @@unique below makes fan-out idempotent + blocks divergent same-(group,lot) rows."
"Vessels, analysis & trials","analysis_panel","voidedAt","DateTime","","yes","no","no","no","","",""
"Vessels, analysis & trials","analysis_panel","voidedById","String","","yes","no","no","no","","",""
"Vessels, analysis & trials","analysis_panel","createdAt","DateTime","","no","no","no","no","","now()",""
"Vessels, analysis & trials","analysis_reading","tenantId","String","","no","no","no","yes","organization(id)","""""","Phase 12 tenant scope (nullable U2 -> backfill U3 -> NOT NULL U5); FK+RLS at DB level"
"Vessels, analysis & trials","analysis_reading","id","String","","no","yes","no","no","","cuid()",""
"Vessels, analysis & trials","analysis_reading","panelId","String","","no","no","no","yes","analysis_panel(id)","",""
"Vessels, analysis & trials","analysis_reading","analyte","String","","no","no","no","no","","","registry key (PH, FREE_SO2, …) — validated in code, not a DB enum"
"Vessels, analysis & trials","analysis_reading","value","Decimal","Decimal(12, 4)","no","no","no","no","","",""
"Vessels, analysis & trials","analysis_reading","unit","String","","no","no","no","no","","","the unit the value was entered in (registry-allowed)"
"Vessels, analysis & trials","analysis_reading","captureId","String","","yes","no","yes","no","","","Phase 6 offline idempotency (council S1): a client-minted UUID per analyte reading. UNIQUE + ON CONFLICT DO NOTHING on insert; a duplicate sync is treated as SUCCESS. A captured reading is immutable — an edit mints a NEW captureId, never reuses one. Nullable: online chemistry readings have none."
"Vessels, analysis & trials","analysis_reading","createdAt","DateTime","","no","no","no","no","","now()",""
"Vessels, analysis & trials","blend_trial","tenantId","String","","no","no","no","yes","organization(id)","""""","Phase 12 tenant scope (nullable U2 -> backfill U3 -> NOT NULL U5); FK+RLS at DB level"
"Vessels, analysis & trials","blend_trial","id","String","","no","yes","no","no","","cuid()",""
"Vessels, analysis & trials","blend_trial","name","String","","no","no","no","no","","",""
"Vessels, analysis & trials","blend_trial","targetWine","String","","yes","no","no","no","","","intent — what this trial aims at; groups DRAFTs (council S9)"
"Vessels, analysis & trials","blend_trial","note","String","","yes","no","no","no","","",""
"Vessels, analysis & trials","blend_trial","baseVolume","Decimal","Decimal(12, 3)","yes","no","no","no","","","bench base size"
"Vessels, analysis & trials","blend_trial","baseUnit","String","","yes","no","no","no","","","mL | L (validated in code)"
"Vessels, analysis & trials","blend_trial","status","BlendTrialStatus","","no","no","no","no","","DRAFT",""
"Vessels, analysis & trials","blend_trial","score","Int","","yes","no","no","no","","",""
"Vessels, analysis & trials","blend_trial","scoreScale","TastingScoreScale","","yes","no","no","no","","",""
"Vessels, analysis & trials","blend_trial","readiness","TastingReadiness","","yes","no","no","no","","",""
"Vessels, analysis & trials","blend_trial","tastingNotes","String","","yes","no","no","no","","",""
"Vessels, analysis & trials","blend_trial","chosenAt","DateTime","","yes","no","no","no","","",""
"Vessels, analysis & trials","blend_trial","promotedToLotId","String","","yes","no","no","yes","lot(id)","",""
"Vessels, analysis & trials","blend_trial","enteredAt","DateTime","","no","no","no","no","","now()",""
"Vessels, analysis & trials","blend_trial","enteredById","String","","yes","no","no","no","","","actor id snapshot (no FK; matches LotOperation.actorUserId)"
"Vessels, analysis & trials","blend_trial","enteredByEmail","String","","no","no","no","no","","","durable provenance snapshot"
"Vessels, analysis & trials","blend_trial","createdAt","DateTime","","no","no","no","no","","now()",""
"Vessels, analysis & trials","blend_trial","updatedAt","DateTime","","no","no","no","no","","",""
"Vessels, analysis & trials","blend_trial_component","tenantId","String","","no","no","no","yes","blend_trial(tenantId id)","""""","Phase 12 tenant scope (nullable U2 -> backfill U3 -> NOT NULL U5); FK+RLS at DB level"
"Vessels, analysis & trials","blend_trial_component","id","String","","no","yes","no","no","","cuid()",""
"Vessels, analysis & trials","blend_trial_component","trialId","String","","no","no","no","yes","blend_trial(tenantId id)","",""
"Vessels, analysis & trials","blend_trial_component","lotId","String","","no","no","no","yes","lot(tenantId id)","",""
"Vessels, analysis & trials","blend_trial_component","proportion","Decimal","Decimal(6, 5)","yes","no","no","no","","","share of the base, (0,1]"
"Vessels, analysis & trials","blend_trial_component","volume","Decimal","Decimal(12, 3)","yes","no","no","no","","",""
"Vessels, analysis & trials","blend_trial_component","unit","String","","yes","no","no","no","","","mL | L"
"Vessels, analysis & trials","blend_trial_component","createdAt","DateTime","","no","no","no","no","","now()",""
"Vessels, analysis & trials","cellar_material","tenantId","String","","no","no","no","yes","vendor(tenantId id)","""""","Phase 12 tenant scope (nullable U2 -> backfill U3 -> NOT NULL U5); FK+RLS at DB level"
"Vessels, analysis & trials","cellar_material","id","String","","no","yes","no","no","","cuid()",""
"Vessels, analysis & trials","cellar_material","name","String","","no","no","no","no","","","display label"
"Vessels, analysis & trials","cellar_material","normalizedKey","String","","no","no","no","no","","","dedup key (strip-non-alphanumeric, UPPERCASE)"
"Vessels, analysis & trials","cellar_material","kind","String","","no","no","no","no","","","load-bearing family (cost/dosing/identity): YEAST | MLF | SO2 | NUTRIENT | ACID | SUGAR | TANNIN | FINING | BENTONITE | CHITOSAN | ENZYME | CLEANING | SANITIZER | PACKAGING | OTHER"
"Vessels, analysis & trials","cellar_material","subcategory","String","","yes","no","no","no","","","Phase 034: optional user-defined subcategory (organizational only). Retired from UI in Phase 036 (family = kind); column kept dormant. NOT part of identity."
"Vessels, analysis & trials","cellar_material","category","String","","yes","no","no","no","","","Phase 036: STORED main category (cost-safety authority: isDoseableCategory) + a richer purchase record. `category` is one of ADDITIVE|CLEANING_SANITIZING|PACKAGING|OTHER (validated in code); nullable with a categoryOf(kind) fallback so legacy rows keep working. All organizational/display/purchase-metadata — NONE are part of identity (@@unique stays kind+normalizedKey). stored main category (Phase 036); fallback = categoryOf(kind)"
"Vessels, analysis & trials","cellar_material","genericName","String","","yes","no","no","no","","","e.g. ""Bentonite"""
"Vessels, analysis & trials","cellar_material","brand","String","","yes","no","no","no","","","manufacturer, e.g. ""Lallemand"""
"Vessels, analysis & trials","cellar_material","brandName","String","","yes","no","no","no","","","product/brand name, e.g. ""EC-1118"""
"Vessels, analysis & trials","cellar_material","preferGeneric","Boolean","","no","no","no","no","","false","display toggle: show generic name instead of brand name"
"Vessels, analysis & trials","cellar_material","vendor","String","","yes","no","no","no","","","LEGACY free-text ""where purchased"" (Plan 069: superseded by vendorId; kept for read-compat)"
"Vessels, analysis & trials","cellar_material","vendorUrl","String","","yes","no","no","no","","","LEGACY free-text supplier/product URL (Plan 069: superseded by Vendor.url; kept for read-compat)"
"Vessels, analysis & trials","cellar_material","vendorId","String","","yes","no","no","yes","vendor(tenantId id)","","Plan 069: managed vendor — composite-tenant FK → vendor(tenantId,id) (raw SQL, K11)"
"Vessels, analysis & trials","cellar_material","packageAmount","Decimal","Decimal(18, 6)","yes","no","no","no","","","purchase package size AMOUNT (e.g. 100 for a 100-gallon drum)"
"Vessels, analysis & trials","cellar_material","packageUnit","String","","yes","no","no","no","","","purchase package UNIT of measure (e.g. gal, lb, mL — see src/lib/units/measure.ts)"
"Vessels, analysis & trials","cellar_material","defaultBasis","String","","yes","no","no","no","","","G_HL | MG_L | G_L | ML_L"
"Vessels, analysis & trials","cellar_material","percentActive","Decimal","Decimal(6, 3)","yes","no","no","no","","","%active (material property, not a dose basis)"
"Vessels, analysis & trials","cellar_material","isActive","Boolean","","no","no","no","no","","true",""
"Vessels, analysis & trials","cellar_material","packagingSize","Decimal","Decimal(18, 6)","yes","no","no","no","","","Phase 8 (Unit 1): stock + cost tracking, all additive. `stockUnit` is the canonical unit stock is held/consumed in (g | mg | kg | mL | L | unit — validated in code); `packagingSize` is how much of stockUnit one purchased package holds (informational, for receive-by-package UX). `isStockTracked` opts a material into stock draw-down; a free-text/untracked material still doses (cost unknown, D14)."
"Vessels, analysis & trials","cellar_material","stockUnit","String","","yes","no","no","no","","",""
"Vessels, analysis & trials","cellar_material","isStockTracked","Boolean","","no","no","no","no","","false",""
"Vessels, analysis & trials","cellar_material","createdAt","DateTime","","no","no","no","no","","now()",""
"Vessels, analysis & trials","press_cycle","tenantId","String","","no","no","no","yes","organization(id)","""""","Phase 12 tenant scope (nullable U2 -> backfill U3 -> NOT NULL U5); FK+RLS at DB level"
"Vessels, analysis & trials","press_cycle","id","String","","no","yes","no","no","","cuid()",""
"Vessels, analysis & trials","press_cycle","name","String","","no","no","no","no","","",""
"Vessels, analysis & trials","press_cycle","createdAt","DateTime","","no","no","no","no","","now()",""
"Vessels, analysis & trials","sample","tenantId","String","","no","no","no","yes","organization(id)","""""","Phase 12 tenant scope (nullable U2 -> backfill U3 -> NOT NULL U5); FK+RLS at DB level"
"Vessels, analysis & trials","sample","ownerId","String","","yes","no","no","yes","owner(tenantId id)","","Plan 093 Unit 2: owner-scope; nullable (Estate=NULL); maintained per Unit 4; composite FK -> owner(tenantId,id) in the migration (K11)"
"Vessels, analysis & trials","sample","id","String","","no","yes","no","no","","cuid()",""
"Vessels, analysis & trials","sample","lotId","String","","no","no","no","yes","lot(id)","",""
"Vessels, analysis & trials","sample","vesselId","String","","yes","no","no","yes","vessel(id)","",""
"Vessels, analysis & trials","sample","status","SampleStatus","","no","no","no","no","","PULLED",""
"Vessels, analysis & trials","sample","source","String","","yes","no","no","no","","","free text, e.g. ""Barrel A3"""
"Vessels, analysis & trials","sample","lab","String","","yes","no","no","no","","","outside lab name (e.g. ""ETS"")"
"Vessels, analysis & trials","sample","pulledAt","DateTime","","no","no","no","no","","now()","the sample's observed time"
"Vessels, analysis & trials","sample","sentAt","DateTime","","yes","no","no","no","","",""
"Vessels, analysis & trials","sample","expectedAt","DateTime","","yes","no","no","no","","",""
"Vessels, analysis & trials","sample","resultedAt","DateTime","","yes","no","no","no","","","when the lab ran it (metadata, not the reading's observed time)"
"Vessels, analysis & trials","sample","attachedAt","DateTime","","yes","no","no","no","","",""
"Vessels, analysis & trials","sample","cancelledAt","DateTime","","yes","no","no","no","","",""
"Vessels, analysis & trials","sample","enteredById","String","","yes","no","no","no","","",""
"Vessels, analysis & trials","sample","enteredByEmail","String","","no","no","no","no","","",""
"Vessels, analysis & trials","sample","captureMethod","CaptureMethod","","no","no","no","no","","MANUAL",""
"Vessels, analysis & trials","sample","note","String","","yes","no","no","no","","",""
"Vessels, analysis & trials","sample","clientRequestId","String","","yes","no","yes","no","","",""
"Vessels, analysis & trials","sample","createdAt","DateTime","","no","no","no","no","","now()",""
"Vessels, analysis & trials","sample","updatedAt","DateTime","","no","no","no","no","","",""
"Vessels, analysis & trials","vessel","tenantId","String","","no","no","no","yes","organization(id)","""""","Phase 12 tenant scope (nullable U2 -> backfill U3 -> NOT NULL U5); FK+RLS at DB level"
"Vessels, analysis & trials","vessel","id","String","","no","yes","no","no","","cuid()",""
"Vessels, analysis & trials","vessel","code","String","","no","no","no","no","","","barrels: ""Barrel #""; tanks: code. Unique per type (see @@unique below)."
"Vessels, analysis & trials","vessel","type","VesselType","","no","no","no","no","","",""
"Vessels, analysis & trials","vessel","capacityL","Decimal","Decimal(10, 2)","no","no","no","no","","",""
"Vessels, analysis & trials","vessel","isActive","Boolean","","no","no","no","no","","true",""
"Vessels, analysis & trials","vessel","blendName","String","","yes","no","no","no","","","optional label for the current blend in this vessel"
"Vessels, analysis & trials","vessel","oakOrigin","String","","yes","no","no","no","","","Barrel-only metadata (null for tanks). Volume = capacityL (not duplicated here). The barrel's ""Barrel #"" is its `code` above — no separate number column. e.g. French, American, Hungarian"
"Vessels, analysis & trials","vessel","cooperageYear","Int","","yes","no","no","no","","","year the barrel was made"
"Vessels, analysis & trials","vessel","cooperage","String","","yes","no","no","no","","","barrel maker, e.g. Seguin Moreau"
"Vessels, analysis & trials","vessel","toastLevel","String","","yes","no","no","no","","","e.g. Light, Medium, Medium+, Heavy"
"Vessels, analysis & trials","vessel","createdAt","DateTime","","no","no","no","no","","now()",""
"Vessels, analysis & trials","vessel","updatedAt","DateTime","","no","no","no","no","","",""
"Vessels, analysis & trials","vessel_activity_event","tenantId","String","","no","no","no","yes","vessel(tenantId id)","""""",""
"Vessels, analysis & trials","vessel_activity_event","id","String","","no","yes","no","no","","cuid()",""
"Vessels, analysis & trials","vessel_activity_event","vesselId","String","","no","no","no","yes","vessel(tenantId id)","","the vessel the activity is on (composite-FK'd to vessel)"
"Vessels, analysis & trials","vessel_activity_event","kind","VesselActivityKind","","no","no","no","no","","",""
"Vessels, analysis & trials","vessel_activity_event","taskId","String","","yes","no","no","yes","work_order_task(tenantId id)","","the WO task that recorded it (composite-FK'd; null if recorded outside a WO)"
"Vessels, analysis & trials","vessel_activity_event","attemptId","String","","yes","no","no","no","","","the attempt that recorded it (plain scalar, mirrors WorkOrderTask.currentAttemptId)"
"Vessels, analysis & trials","vessel_activity_event","targetValue","Decimal","Decimal(18, 6)","yes","no","no","no","","","TEMP_SETPOINT target (e.g. 4.0)"
"Vessels, analysis & trials","vessel_activity_event","targetUnit","String","","yes","no","no","no","","","°C | °F for TEMP_SETPOINT; the gas (Ar/N₂/CO₂/dry ice) for GAS"
